proteinA;proteinB
P41819;P38217
P38217;P04802
P38217;P38333
P30624;P38217
P38217;P28007
P16622;P38217
P38217;P33201
P18239;P38217
P39006;P38217
P53549;P38217
P32368;P38217
P38217;P41896
P32610;P38217
Q07395;P38217
Q12443;P38217
P13186;P27637
Q04233;P13186
P13186;P31539
P13186;P38853
P13186;P50090
P13186;P39008
P13186;P33339
P07991;P32350
P17255;P32350
Q00764;P32350
P40055;Q08235
P25558;P40055
P40055;P39076
P40055;P39077
P53914;P40055
P40055;P39935
P40055;P53163
P40055;P42945
P35691;P40055
P40055;Q12754
P38691;Q01389
P08004;P38691
P42935;P53939
Q04660;P25808
P40469;P32502
P53968;P29295
P40055;P39079
Q04660;Q02892
Q04660;P39954
P40693;Q04660
P39958;P32939
P39984;Q12341
P40160;P29295
P13186;P14747
Q12019;P22696
P50101;P21268
P09064;P32502
P51601;P24814
P32582;P29295
P29295;P47166
Q08273;P47050
P38217;P40215
P40055;P32479
P40075;Q04660
P40036;Q06625
P39984;Q12373
P19524;Q08273
P38217;Q04013
P07260;P06774
Q12421;P06774
P06774;P32582
P06774;P36123
P06774;Q12159
P29295;P06738
P23301;P29295
P38616;Q08273
Q07844;Q08273
Q12019;Q08273
P32657;Q99181
Q06580;Q99181
Q04693;Q99181
P32581;P39076
P12612;P32581
P02293;P13902
P40513;P13902
P13902;Q08962
P13902;P32337
Q06679;P13902
P50942;P47143
P04840;P50942
P25367;P50942
P36123;P50942
P50942;Q05635
P50942;P39676
P07991;P40565
P40565;P38707
P38788;P40565
P39954;P40565
P25374;Q03020
P38217;P10127
P07248;P38217
P46672;P38217
P38217;P40471
P38217;P15703
P38217;P07253
Q02931;P40055
P39985;P40055
P08566;P38691
Q04660;P40010
P22696;Q03280
Q03690;P39729
P12754;P14741
P14741;P18239
P40078;P06774
P32828;P29461
Q12449;P17629
P23301;Q08273
Q08273;P19657
P32332;P38217
P53962;P38217
P40055;P53254
P42935;P46974
P46970;P32502
P15625;P14741
P40513;P06774
P29295;P53550
P27895;P40055
P05694;Q04660
Q04660;P33201
Q03162;Q04660
Q04660;P53261
P21304;P17214
P32502;P39968
P32610;P32502
P15442;P40156
P40988;Q03330
Q03330;P35177
P10823;P19657
P06774;P80428
P51601;P06774
Q04410;P06774
P40007;P06774
P29295;P34216
P29295;P38879
P34078;P29295
Q08273;P38737
P38993;P32464
Q07418;P32464
P13902;P02309
Q03690;P40055
P40055;P02293
Q12460;P40055
P24276;P40055
Q04183;P32806
P38691;P36120
Q02574;P53150
P22134;P25847
Q04149;P40850
Q04149;P38911
P09232;P31378
Q02647;P40960
P35182;P27801
P15873;P50094
P53316;Q07350
P23301;P19735
P40048;P02309
P40413;P21304
P25635;Q02354
P22203;P14904
P53133;P47093
Q04149;Q05016
P21243;P22141
P34221;P38737
P14747;P38691
P20457;P38691
P31383;P38691
P38691;P38873
P40164;P38691
P14904;P11709
P32319;Q12446
Q12446;P38764
Q12446;P25297
Q12446;P32496
Q12446;P35184
Q04377;P02309
P42838;Q06142
P42838;P46970
P42838;P12612
P38013;P53150
P10962;Q08387
Q08387;P40991
Q08387;Q12522
Q08387;P53136
P53117;Q08387
Q08387;P38779
P36160;Q08387
P53927;Q08387
Q08387;Q12024
Q08387;Q03942
P38203;P07244
P38203;Q12377
P40070;P41810
Q00764;P40070
P40070;P50101
P47093;P28007
P47093;P07257
P47093;P32496
Q12277;P47093
P40018;P47093
P20484;P53261
P41318;P43611
P40347;P32333
P38998;P51601
P38998;P15019
P39730;P22134
P22134;P53551
P50094;P22134
Q08208;P22134
P22276;P22134
P32349;P22134
P39935;P22134
P53254;P22134
P20484;Q04660
P53119;P20484
P20484;P40991
Q12522;P20484
P38969;P21965
Q07527;P21965
P23776;P22133
P22133;P40469
Q12250;P22133
P15705;P38111
Q12343;Q03177
P53735;Q12343
P09232;P40469
P06839;P40469
Q08273;P39014
P25294;P39014
P11914;P25846
P02309;Q04149
P15424;P27705
P27705;Q08208
P23748;P07256
P38920;P38523
Q99312;P38920
P07257;Q12083
Q12044;P53152
P53152;P39940
Q00772;P38590
P38590;P15019
P10507;P25846
P25336;P02293
Q12289;P13712
Q12420;P13712
P13712;P36124
P52918;P19659
Q04149;P09798
Q04149;P40991
Q04149;P21304
P53254;Q04149
P36160;Q04149
Q12159;Q04149
P32562;Q04149
Q04149;P53551
Q04149;P32787
Q04149;P40010
P43601;Q05946
P53883;P42846
P39935;P53883
P53883;P53261
P40991;Q08235
P35178;P40991
P40010;P40991
P40991;P53261
Q12449;P31378
P16622;P46673
P53011;P46673
P53319;Q02931
Q02931;P39955
P53855;P43601
P43601;P43612
P36120;P53883
P53883;P32892
P53883;P36049
P15424;P53883
P53883;P37838
P53883;Q04373
P53883;Q05022
P53883;P39744
P43639;P40991
P40991;P00427
P40988;P40991
P40991;P28007
P40078;P40991
Q08962;P40991
P40991;P38861
P40991;P15646
P40991;P25297
Q12460;P40991
P40991;P53136
P40991;P39744
P40354;P31539
P38523;P40354
P17255;P40354
P40354;P22203
P38993;P31378
P35729;P52891
P38713;P37838
P40960;P50277
P11075;P27801
Q12236;Q12230
P04051;P15873
P23595;P40850
P38796;P23595
P53130;P23595
Q05911;P38148
P39937;P38764
P25644;P53130
P08018;P50277
P08018;P40988
Q12163;P08018
P16387;P08018
P08018;P35182
P53599;P08018
Q02821;P40316
P39108;P39077
P39108;P39079
P38297;P39108
P14904;P39108
P19524;P39108
P39108;Q08972
P39108;Q12377
P39108;P32844
P19812;P39108
P42841;P39076
P40413;P42841
P39079;P42841
P42841;P12612
P17157;P07170
P17157;P00445
P43567;P17157
P39676;P17157
P15179;P05066
Q03407;P05986
Q12236;P53220
P32582;P15873
P22138;P23595
P23595;P38902
P23595;P53289
P33329;P36047
P38624;P22141
P22141;P40302
P40303;P22141
P22141;P23639
P22141;P23638
Q05778;P22141
P40494;P38080
Q07350;P53622
P07170;Q07350
Q03690;Q07350
Q07350;P06738
Q02931;Q07350
Q07350;P41811
Q07350;P53599
Q07350;P17255
Q07350;P50101
Q05946;Q07350
P32523;Q12309
P20053;P32381
P15705;P20053
P39079;Q12417
P16861;Q12417
P38009;P19735
P19735;P47143
P40825;P19735
P19735;P32454
P38115;P19735
P25342;P19735
P19735;Q03690
P19735;P31373
P38707;P19735
P19735;P04802
P19735;P41338
P19735;P08524
P14065;P19735
P19735;P06738
P19735;P38088
P19735;P13663
P19735;P38274
P09436;P19735
P15180;P19735
P19735;P38788
P49704;P19735
P19735;P20053
P19735;P22515
P19735;P38219
Q07551;P19735
P19735;Q12230
P32787;P30620
P35182;P38427
P42938;P34221
P34221;Q12466
Q12263;P38089
Q12447;P38089
Q12522;Q12511
Q08235;P21304
P39076;P21304
P39077;P21304
P39079;P21304
P16622;P21304
P21304;P12612
P25635;P42942
P25635;Q05946
P32366;Q12446
P22133;P17967
P32381;P31378
P53879;P25615
P40070;P38203
P40485;P21965
P38257;Q04149
Q07418;P25644
P21242;P22141
P22141;P32379
P53261;Q08387
P38111;Q03690
P43586;Q04149
Q04149;P32495
P40991;Q12532
P39108;P40413
P33329;Q08438
Q07350;P54964
P32639;P19735
P19735;Q03338
P14904;P02293
Q04149;P00958
P25451;P22141
P40048;P40988
P22855;P14904
P06168;Q04377
Q04377;P25367
Q06170;P42838
Q08387;P20967
Q08723;P47093
P40483;P22133
P46655;P38111
P25336;P50277
P22216;Q04149
P40422;Q04149
Q04149;P15303
Q00362;P43601
P52891;P46673
P46956;P52891
P21560;P46673
P39076;P39108
P38903;P23595
P31383;P23595
P22141;P23724
P38972;P19735
P19735;P32599
P06105;P19735
P38797;P30620
P14904;P43564
P38885;P42838
P04840;P38998
P07257;P23748
Q08208;Q04149
P38779;P53883
P46673;Q03648
P34227;P40960
P48362;P42841
P36040;P22141
P19735;Q00764
P53622;P34221
P40048;Q05022
P07257;P21304
Q04013;Q12446
P47093;Q12522
P40348;P22133
Q04149;P35189
Q03690;P31378
Q12417;P40413
P19735;P04147
P07278;P40469
Q04377;P16622
P42838;P33892
P40562;P22134
P38861;P24719
P38764;P24719
Q04149;P07260
Q04660;Q04149
Q04149;P53914
P42846;Q04149
Q04149;P39676
P40051;Q04149
P31378;P40348
P07703;P31378
P40217;P31378
P39108;P16658
P23595;Q04372
Q07350;Q06490
P38891;P19735
P29952;P19735
P19735;P00445
P16120;P19735
P40513;P40352
P15873;P26793
P10869;P38615
P07703;P38716
P38779;P26321
P38804;P05317
P39940;P18634
P22470;P30665
P07260;P40856
P53286;P41811
P41811;P38301
Q12230;P06777
P32641;P12612
P40208;P22216
P18759;P41811
P06777;P39009
P21268;P06777
P06777;P41911
P13712;P06777
P06777;P32844
Q00416;P06777
Q03497;P06777
P06777;P39735
Q06679;P06777
P46672;P06838
P08417;P06838
P06838;P32264
P09938;P06838
P06838;P39954
P06838;P00447
P17255;P06838
Q01454;P28519
P31244;P28519
P28519;Q03702
P31244;Q12692
P31244;P34223
P16451;P31244
P07276;Q08215
Q12449;P32641
P47122;P32641
P39077;P32641
Q00578;P40850
Q06689;P32641
P15705;Q00578
P40352;P32316
P10127;P40352
P50277;P40352
P40352;P07260
P40352;P08524
P39958;P40352
P07257;P40352
P40352;P06839
P07283;P40352
P40352;P17255
P40352;Q06681
P38797;P40352
P39079;Q12021
Q12021;P39009
Q12021;P12612
P38077;P06839
P28241;P06839
P06839;P06242
Q08723;P06839
P17255;P06839
P06839;P38299
P37366;P06839
P40106;P06839
P53598;P06839
P06839;P38764
P40047;P06778
P26755;P32582
P38615;P20485
P02309;Q12749
P50094;Q12749
Q12749;Q02821
P28272;Q00246
P38615;P04821
P19524;P38615
P38615;P25293
P38615;P32634
Q12265;P38615
P38615;Q00764
P38615;P38427
Q12495;Q06142
P46669;P10964
P10964;P28000
P07703;P07248
P35718;P07703
P07703;P32910
P07703;P32349
P07703;P40016
P20435;P07703
P07703;P04051
P39743;P07703
P40991;Q08562
Q12522;Q08562
P11745;P41920
P02309;P28000
P28000;P22276
P32529;P28000
P32316;P07703
P11076;P07703
P07703;P32449
P26637;P07703
Q03921;P07703
P07703;P38737
P07703;P14742
P07703;P28241
P07703;P09436
P07703;P32767
P42846;P07703
P40469;P07703
P07703;Q03264
P07703;P22276
P07703;P10964
P07703;Q01080
P07703;P20434
P41811;P07703
P07703;Q12449
P43560;P07703
P46655;P07703
P05317;P23301
Q12250;P40327
P39940;P20435
P53281;P39940
P39940;P39009
P53064;P35177
P38758;P53064
P25343;P38523
P25343;P04840
P53169;P25343
P39743;P07260
P39743;P07256
P19262;P39743
P39743;P15180
P09624;P39743
P29952;P39743
P39940;P39743
P39743;Q12464
P39743;P07284
P39743;P00931
P39743;P06168
P40495;P39743
P39743;P40469
P25297;P39743
P39743;P21242
P38737;P39743
P31116;P39743
P39743;P40453
P22138;P22470
Q02821;P22470
P35189;P40856
P16639;P40856
P40856;P43572
Q08649;P40856
Q06337;P40856
Q03648;P40856
Q12159;P40856
P25333;P17157
P36047;Q07623
P47035;P36047
P36047;P27476
P36047;P19657
P36047;Q04693
P36047;P12904
P53278;P36047
P38873;P36047
Q04491;P38732
P41811;P04076
P41811;P40471
P41811;P39076
P41811;P39079
P41811;P49573
P39517;P41811
P41811;P36041
P41811;Q12452
P08431;P41811
P41811;P36013
P16547;P41811
P13259;P41811
P41811;P18239
P41811;P09232
P41811;P21242
P32263;P41811
P43621;P41811
P41811;P09938
P41811;Q06103
P41811;P25343
P41811;P41810
P12612;P41811
P40217;P41811
Q04067;P41811
P41811;Q12443
P41811;P32074
P41811;P15705
P41811;P25659
P41811;P40032
P32803;Q12250
P39009;P14737
Q12263;P38615
Q12250;P32496
Q06543;P39743
Q12199;P43612
P39009;P32641
P40352;Q05016
P39009;P12753
P07703;Q12425
P22768;P39743
P32381;P22470
Q07528;P43612
P36047;Q00816
P16387;P41811
P06779;Q03071
Q01722;P38615
P40509;P41811
P02309;P31244
P31244;Q05016
P07703;Q12267
P07703;P36007
P38114;P07703
P07703;P17255
P07703;P00931
P07703;P23202
P22203;P07703
P33299;Q12250
P38013;P05317
P02309;P05317
P38861;P05317
Q12522;P05317
P53163;P05317
Q12499;Q06506
Q06506;P32264
Q06506;P35194
P53117;Q06506
Q08236;Q06506
P39940;P25297
P39940;P25367
P39940;P16370
P39940;P20434
P40856;P80428
P50105;P40856
P40856;P04840
P40856;Q12199
Q04491;P36161
P32641;P38629
Q12021;P39076
P22216;P25302
P18963;P38615
P07703;P32327
Q12522;P26321
P32528;P40856
P07256;P41811
P14736;P28519
P17157;P43565
P20967;Q12250
P07991;P06777
Q06490;P06839
P12753;P40513
P40850;P12753
P41811;P12753
P17255;P12753
P25454;P38920
P22216;P47037
Q12447;P22216
P22216;P53254
P22216;P32797
P34216;P22216
P22216;Q06142
P22216;Q02821
Q02457;P22216
P40340;P22216
P22216;P39009
P38523;P32863
Q12223;P38077
Q12223;P39960
Q12223;P32481
P09232;Q12223
P34221;Q12223
P06778;Q12223
Q12223;P41811
Q12223;P07283
P22515;Q12223
P32610;Q12223
Q12223;Q12449
P38555;Q12223
P33401;Q12223
P16370;Q12223
P01120;P18963
P01120;Q07381
P40988;P38623
P38959;P38623
P11075;P14291
P32381;P22336
P40327;P22336
P40051;P22336
P38013;P26754
P32481;P26754
P26754;P02293
P26754;P25342
P26754;P47171
P26754;P32787
P26755;P08566
P26755;P40106
Q03897;P26755
P47172;P26755
P38077;P40348
P32639;P40348
P38629;P40348
P40348;P40339
P51862;P40348
P40348;P39968
Q02821;P40348
P38629;P25572
Q05016;P38629
Q12050;P40339
P38630;P40339
P40339;P25367
P22470;P40339
P40339;P46655
P07244;P40339
P31539;P40339
Q12449;P40339
P38708;P40339
Q05930;P06777
P53924;P06777
P12753;P06738
P54964;P12753
P32863;P35691
P38953;P34221
Q12223;P10869
Q12223;P40106
Q12223;P07342
Q12223;P31378
Q12223;P38271
P07244;P40348
P38174;P38629
P38629;P38251
P25367;P38629
P38629;P43588
P38862;Q08562
Q12495;Q02821
P11745;P00812
P32836;P11745
P20967;P11745
P32481;P07703
P38764;Q12250
P32945;P36047
P22470;Q02961
Q05946;P43612
P38811;P40856
P40856;P02992
Q04049;P06738
P32316;P40348
P32610;P12753
Q06440;P38968
P05694;Q04675
P32588;P40561
P35207;Q02793
P38624;P41808
P38077;Q04964
P40413;P33750
P06843;P32582
P53254;P06843
Q12379;P08566
P02293;P18412
P38987;P39676
Q04675;P32316
Q04675;P46655
Q00916;P40988
P21538;Q02821
Q12379;P23394
P39009;P06786
P12612;P18851
P53878;P41811
P37302;P53011
P52891;P53011
Q04675;P23542
P46672;Q04675
P11076;Q04675
Q04675;P38077
P07260;Q04675
Q04675;Q03690
Q04675;Q03048
Q04675;P32582
Q04675;Q02642
Q04675;P54839
P25087;Q04675
P53319;Q04675
Q04675;P02309
P40345;Q04675
P33331;Q04675
P16861;Q04675
P09938;Q04675
Q04675;Q03516
Q04675;P39954
P06105;Q04675
Q04675;P07284
P39990;Q04675
Q04675;P00445
Q04675;P04801
Q04675;P22515
Q04675;P22203
Q04675;P31412
Q04675;P38219
Q03690;P40561
P39935;P40561
P53316;P40561
P38272;Q12325
P12385;P38272
P53731;Q07657
Q04675;P35691
P36010;Q04675
Q04675;Q12230
P32432;P36146
P32864;P32432
P25367;P32432
P39730;P40561
P06843;P40561
P32381;Q07657
Q07657;P19262
P53549;Q07657
Q07527;P38262
P25357;P38262
P39981;P38262
Q06078;P38262
P17255;P06701
P06701;P50102
P06701;P07256
P32582;P06701
P06701;P22146
P06168;P06701
P07284;P06701
P21691;P06701
Q05016;P06701
P11978;P43583
P11978;P07283
Q03899;P52286
Q00772;P08431
P40850;Q00772
P41808;Q00772
Q12449;Q00772
Q06315;Q00772
Q12044;Q00772
P36013;P41808
P41808;P08431
P17883;Q02793
P52286;Q06150
P32381;Q00772
Q00772;P38879
Q00772;P51601
P38692;Q00772
P13186;Q00772
P36016;Q00772
Q00772;P40495
P07257;Q00772
Q00772;Q12377
P25294;Q00772
P07256;P41808
P41808;P09938
P41808;Q08754
Q04964;P06738
Q04964;P40106
P12945;Q04964
P16861;Q04964
P25367;Q04964
P11076;P06782
Q04233;P06782
P09232;P06782
P11075;P06782
Q04279;P06782
P12904;Q02805
Q08732;P12904
P07278;Q00916
Q00916;P07256
P07257;Q00916
P21801;P08458
P08458;Q12449
Q00916;Q03532
Q00916;P40513
Q00916;P38911
P36775;Q00916
P40856;Q00916
Q00916;P36123
Q00916;Q02821
Q06708;Q00916
P33750;P39077
P33750;P39079
P53914;P33750
P33750;Q05022
P12612;P33750
Q04477;P32481
Q04477;Q12680
P17555;P17123
P38077;P08458
P08458;P46970
P25297;P08458
P08458;P09232
Q08723;P08458
Q06385;P08458
P08458;P36139
P15790;P06843
P06843;P40055
P15646;P06843
Q08208;P06843
P06843;Q04373
P06843;P39954
P38789;P06843
P06843;Q06010
P06843;P12385
Q02821;Q08162
Q12432;Q02821
Q02821;P45976
Q07623;Q02821
Q02821;Q03532
P17629;Q02821
P33441;Q02821
Q00539;Q02821
Q02821;P29468
P13259;Q02821
P08153;P80428
P39518;P08153
P04051;P08153
Q02821;P38792
Q02821;P25359
Q02821;Q12149
Q02821;Q05543
Q02821;P38262
Q03782;Q02821
P38811;Q02821
Q02821;Q03010
P38009;P18851
P32381;P18851
P18851;P39076
P18851;P39077
P18851;P40413
P18851;P39079
P18851;P32481
P25367;P18851
P32911;P04076
P32911;P38707
P32911;P08524
P38088;P32911
P32911;P09436
P32911;P50086
P38788;P32911
P32911;P16120
P40217;P32911
P32911;Q04067
Q08550;P32911
P07260;P20459
P20459;Q12099
P20459;P32481
P20459;P14741
P20459;P09064
P20459;P16120
P39935;P20459
P32944;Q12433
P24869;P32944
P53622;P32944
P32944;P38853
P50101;P32944
P08153;Q12060
P50104;P08153
P08153;P38811
P18412;P02309
P28274;Q12379
Q12379;Q03640
Q04175;P33399
P39076;P38129
P39077;P38129
P38129;P40413
Q12420;P38129
P38129;P12612
P38129;P38219
P47122;P38129
P13574;P18412
P38987;P07170
P38987;P47113
P38987;P07260
P38987;Q03690
Q03048;P38987
P38987;P07256
P32582;P38987
P38987;P33317
P32471;P38987
P32481;P38987
P20967;P38987
P20606;P38987
P38149;P38987
P53242;P38987
P38987;Q05016
Q03790;P38987
P38987;P21524
P24276;P38987
Q12024;P38987
Q12083;P53916
P53916;P40457
Q03690;P04786
P32349;P04786
P04786;P32558
P04786;P43594
Q12460;P06786
Q12159;P06786
P43639;P06786
P05986;P07244
Q12338;P06786
P12904;P43637
P36168;P43637
P05986;P06738
P53863;P05986
Q12272;P53914
P15646;Q12272
P50094;P53632
P47047;P53632
P53632;P25293
P53632;P32337
P53632;Q12460
P16649;Q03690
P16649;Q06160
P16649;P47002
P51601;P22515
P22515;P33330
P15705;P22515
P38840;P52490
P39985;P33296
P35691;P33296
P48510;P54860
P32628;P54860
P54860;P34223
P54860;P38427
P40561;Q01560
P40469;Q04477
P07283;P18851
P38987;P38323
P21734;P07170
P53011;Q04491
P11978;Q02821
P15705;P41808
P34160;Q02821
P39715;Q04175
P05986;P41811
Q04675;P07991
P40534;Q04675
P43132;P38827
P38262;P54786
Q12505;P41338
P39076;P33750
P32911;Q00764
Q12379;P25367
P38987;Q03532
P53916;P07342
P36160;Q12272
P33418;P33296
P32610;P08458
P39935;P06843
P08153;P53201
P16861;P05986
Q02821;P53552
P22515;P33296
P33755;P54860
Q05911;P53011
P33304;Q04675
Q04675;P15625
P15703;Q07657
Q07657;Q12464
Q01389;Q00772
Q00916;P38333
Q02821;P06843
Q02821;P22579
P07991;P32911
P32911;P26637
Q07551;P32911
P20459;P12754
P38987;P07283
P38987;P09938
P53632;Q12080
P22515;P52490
P33296;P05626
P33892;P33296
P11075;P33296
P53011;P49687
P38013;Q04675
P07283;Q04675
P39009;Q04964
P12904;P06738
P08458;P23595
P36160;P06843
Q02821;P00958
P17214;Q07084
P32911;P38333
P08153;P35177
P32381;Q12379
Q12379;P09232
P46655;P38987
O13534;P05986
P33296;P35194
P47120;P41811
P40561;P17967
P17255;P38262
P17123;P32337
Q12449;P18851
P38861;P38987
Q12059;P52491
Q02205;P41811
P41811;P36139
P41811;P36148
Q04675;P07256
P53141;P38272
P47120;Q07657
P38262;Q03795
P06701;P09938
P39954;P06701
P52286;P09232
P39928;P53622
P06168;Q00772
Q04964;P07246
P47171;Q04964
P46676;P17123
P23624;P28241
P32381;P08458
P06843;P43639
P06843;Q03195
P23542;P32911
P10127;P32911
P32911;P40825
P41338;P32911
P38987;P16861
P38987;P33202
P32939;P05986
P54964;P52490
Q04675;P08678
P31412;P38987
P33301;P38013
P14680;Q12123
P38764;P38123
P25569;P40208
Q07623;Q03973
P36160;Q07623
Q03897;P53011
P38523;Q05580
Q03864;Q06344
P50086;P53196
P32341;P38873
P38882;P31688
P33203;P40362
P53163;Q07623
Q12230;Q03944
P28495;P43597
P40991;P38779
P28320;P32481
Q04437;P49435
P54860;Q04311
Q12059;P23595
Q03010;P22579
Q08923;Q03010
P03962;P25367
P38130;P23642
P23642;P33767
P12611;Q12734
P23301;P12611
Q12040;Q12206
Q06538;P14680
P39079;Q12206
P38083;P33301
P33301;P09798
P33301;P08524
P14680;P38013
P25655;P14680
P14680;P54861
Q06625;P14680
P12753;P14680
P50101;P14680
P19812;P14680
P07170;P38197
P38197;P40988
P07284;P38197
P38197;Q08236
P39076;P38191
P39077;P38191
P38191;P40492
P38191;P40547
P17629;P38123
P38827;P38123
P32580;P38123
P38308;P25293
P38319;P34223
P38319;P25367
P47019;P38344
P38352;P53909
P38352;P09232
Q02732;P25569
P25569;P40492
Q07657;P25569
P17255;P25569
P25569;Q03010
P38263;P25569
P40547;P25569
P53076;P25569
P26637;P25646
P30624;P25646
P25646;P06777
Q12100;P53209
P02293;Q07381
Q08208;Q07381
Q07381;P40010
Q04697;Q12154
Q12154;P33749
Q12154;P04840
P38068;Q12154
Q12154;P40056
Q12154;P53192
P39077;Q12510
Q12063;P33892
P32836;Q12063
P46970;Q12063
P03874;Q07623
P07260;Q07623
Q07623;P36120
Q07623;P32892
Q04660;Q07623
P25555;Q07623
Q07623;Q03532
P02293;Q07623
Q07821;Q07623
Q06142;Q07623
P53914;Q07623
Q07623;P42846
Q07623;P25586
Q07623;P32787
P15424;Q07623
Q08208;Q07623
P40991;Q07623
Q12499;Q07623
P32606;Q07623
P39985;Q07623
Q07623;Q04373
Q07623;P21304
Q03195;Q07623
Q05022;Q07623
Q07623;P39935
Q12522;Q07623
Q07623;P38811
Q07381;Q07623
P35194;Q07623
Q07623;P40010
P53261;Q07623
P48234;Q07623
P38779;Q07623
Q12159;Q07623
Q12024;Q07623
Q03897;P39079
P07260;Q03897
Q03897;P13711
